Row ID,Geography ID,Name,Variable Code,Variable,Value,Variable Unit,Date,Location
19019_1999_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,22145,Dollars,12/31/1999,POINT (-91.838666 42.470328)
19019_2000_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,24184,Dollars,12/31/2000,POINT (-91.838666 42.470328)
19019_2001_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,25087,Dollars,12/31/2001,POINT (-91.838666 42.470328)
19019_2002_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,25366,Dollars,12/31/2002,POINT (-91.838666 42.470328)
19019_2003_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,25658,Dollars,12/31/2003,POINT (-91.838666 42.470328)
19019_2004_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,28026,Dollars,12/31/2004,POINT (-91.838666 42.470328)
19019_2005_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,29314,Dollars,12/31/2005,POINT (-91.838666 42.470328)
19019_2006_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,30643,Dollars,12/31/2006,POINT (-91.838666 42.470328)
19019_2007_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,33195,Dollars,12/31/2007,POINT (-91.838666 42.470328)
19019_2008_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,34676,Dollars,12/31/2008,POINT (-91.838666 42.470328)
19019_2009_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,35962,Dollars,12/31/2009,POINT (-91.838666 42.470328)
19019_2010_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,37209,Dollars,12/31/2010,POINT (-91.838666 42.470328)
19019_2011_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,42039,Dollars,12/31/2011,POINT (-91.838666 42.470328)
19019_2012_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,42165,Dollars,12/31/2012,POINT (-91.838666 42.470328)
19019_2013_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,43486,Dollars,12/31/2013,POINT (-91.838666 42.470328)
19019_2014_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,42191,Dollars,12/31/2014,POINT (-91.838666 42.470328)
19019_2015_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,43048,Dollars,12/31/2015,POINT (-91.838666 42.470328)
19019_2016_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,42683,Dollars,12/31/2016,POINT (-91.838666 42.470328)
19019_2017_CAINC1-3_annual,19019,"Buchanan, IA",CAINC1-3,Per capita personal income,44342,Dollars,12/31/2017,POINT (-91.838666 42.470328)
19021_1997_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,23028,Dollars,12/31/1997,POINT (-95.141432 42.74152200000001)
19021_1998_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,23143,Dollars,12/31/1998,POINT (-95.141432 42.74152200000001)
19021_1999_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,22973,Dollars,12/31/1999,POINT (-95.141432 42.74152200000001)
19021_2000_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,24940,Dollars,12/31/2000,POINT (-95.141432 42.74152200000001)
19021_2001_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,25846,Dollars,12/31/2001,POINT (-95.141432 42.74152200000001)
19021_2002_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,26195,Dollars,12/31/2002,POINT (-95.141432 42.74152200000001)
19021_2003_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,25925,Dollars,12/31/2003,POINT (-95.141432 42.74152200000001)
19021_2004_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,28867,Dollars,12/31/2004,POINT (-95.141432 42.74152200000001)
19021_2005_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,28735,Dollars,12/31/2005,POINT (-95.141432 42.74152200000001)
19021_2006_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,29747,Dollars,12/31/2006,POINT (-95.141432 42.74152200000001)
19021_2007_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,32523,Dollars,12/31/2007,POINT (-95.141432 42.74152200000001)
19021_2008_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,36614,Dollars,12/31/2008,POINT (-95.141432 42.74152200000001)
19021_2009_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,34574,Dollars,12/31/2009,POINT (-95.141432 42.74152200000001)
19021_2010_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,37288,Dollars,12/31/2010,POINT (-95.141432 42.74152200000001)
19021_2011_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,41975,Dollars,12/31/2011,POINT (-95.141432 42.74152200000001)
19021_2012_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,44356,Dollars,12/31/2012,POINT (-95.141432 42.74152200000001)
19021_2013_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,45434,Dollars,12/31/2013,POINT (-95.141432 42.74152200000001)
19021_2014_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,46017,Dollars,12/31/2014,POINT (-95.141432 42.74152200000001)
19021_2015_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,47434,Dollars,12/31/2015,POINT (-95.141432 42.74152200000001)
19021_2016_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,43083,Dollars,12/31/2016,POINT (-95.141432 42.74152200000001)
19021_2017_CAINC1-3_annual,19021,"Buena Vista, IA",CAINC1-3,Per capita personal income,45247,Dollars,12/31/2017,POINT (-95.141432 42.74152200000001)
19023_1997_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,22024,Dollars,12/31/1997,POINT (-92.780066 42.734708)
19023_1998_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,22500,Dollars,12/31/1998,POINT (-92.780066 42.734708)
19023_1999_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,22257,Dollars,12/31/1999,POINT (-92.780066 42.734708)
19023_2000_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,24245,Dollars,12/31/2000,POINT (-92.780066 42.734708)
19023_2001_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,25560,Dollars,12/31/2001,POINT (-92.780066 42.734708)
19023_2002_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,26031,Dollars,12/31/2002,POINT (-92.780066 42.734708)
19023_2003_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,25795,Dollars,12/31/2003,POINT (-92.780066 42.734708)
19023_2004_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,30351,Dollars,12/31/2004,POINT (-92.780066 42.734708)
19023_2005_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,30801,Dollars,12/31/2005,POINT (-92.780066 42.734708)
19023_2006_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,31812,Dollars,12/31/2006,POINT (-92.780066 42.734708)
19023_2007_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,34983,Dollars,12/31/2007,POINT (-92.780066 42.734708)
19023_2008_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,35595,Dollars,12/31/2008,POINT (-92.780066 42.734708)
19023_2009_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,36025,Dollars,12/31/2009,POINT (-92.780066 42.734708)
19023_2010_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,37843,Dollars,12/31/2010,POINT (-92.780066 42.734708)
19023_2011_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,43901,Dollars,12/31/2011,POINT (-92.780066 42.734708)
19023_2012_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,43072,Dollars,12/31/2012,POINT (-92.780066 42.734708)
19023_2013_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,46921,Dollars,12/31/2013,POINT (-92.780066 42.734708)
19023_2014_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,44132,Dollars,12/31/2014,POINT (-92.780066 42.734708)
19023_2015_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,44492,Dollars,12/31/2015,POINT (-92.780066 42.734708)
19023_2016_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,45846,Dollars,12/31/2016,POINT (-92.780066 42.734708)
19023_2017_CAINC1-3_annual,19023,"Butler, IA",CAINC1-3,Per capita personal income,47707,Dollars,12/31/2017,POINT (-92.780066 42.734708)
19025_1997_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,22386,Dollars,12/31/1997,POINT (-94.643683 42.38617)
19025_1998_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,21241,Dollars,12/31/1998,POINT (-94.643683 42.38617)
19025_1999_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,22089,Dollars,12/31/1999,POINT (-94.643683 42.38617)
19025_2000_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,23686,Dollars,12/31/2000,POINT (-94.643683 42.38617)
19025_2001_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,24742,Dollars,12/31/2001,POINT (-94.643683 42.38617)
19025_2002_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,25676,Dollars,12/31/2002,POINT (-94.643683 42.38617)
19025_2003_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,26740,Dollars,12/31/2003,POINT (-94.643683 42.38617)
19025_2004_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,31109,Dollars,12/31/2004,POINT (-94.643683 42.38617)
19025_2005_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,31963,Dollars,12/31/2005,POINT (-94.643683 42.38617)
19025_2006_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,32986,Dollars,12/31/2006,POINT (-94.643683 42.38617)
19025_2007_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,37596,Dollars,12/31/2007,POINT (-94.643683 42.38617)
19025_2008_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,42028,Dollars,12/31/2008,POINT (-94.643683 42.38617)
19025_2009_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,38336,Dollars,12/31/2009,POINT (-94.643683 42.38617)
19025_2010_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,39506,Dollars,12/31/2010,POINT (-94.643683 42.38617)
19025_2011_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,46383,Dollars,12/31/2011,POINT (-94.643683 42.38617)
19025_2012_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,46768,Dollars,12/31/2012,POINT (-94.643683 42.38617)
19025_2013_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,47090,Dollars,12/31/2013,POINT (-94.643683 42.38617)
19025_2014_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,48205,Dollars,12/31/2014,POINT (-94.643683 42.38617)
19025_2015_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,45950,Dollars,12/31/2015,POINT (-94.643683 42.38617)
19025_2016_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,46497,Dollars,12/31/2016,POINT (-94.643683 42.38617)
19025_2017_CAINC1-3_annual,19025,"Calhoun, IA",CAINC1-3,Per capita personal income,45730,Dollars,12/31/2017,POINT (-94.643683 42.38617)
19027_1997_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,24378,Dollars,12/31/1997,POINT (-94.867647 42.039492)
19027_1998_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,24559,Dollars,12/31/1998,POINT (-94.867647 42.039492)
19027_1999_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,24192,Dollars,12/31/1999,POINT (-94.867647 42.039492)
19027_2000_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,26867,Dollars,12/31/2000,POINT (-94.867647 42.039492)
19027_2001_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,28155,Dollars,12/31/2001,POINT (-94.867647 42.039492)
19027_2002_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,28379,Dollars,12/31/2002,POINT (-94.867647 42.039492)
19027_2003_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,28689,Dollars,12/31/2003,POINT (-94.867647 42.039492)
19027_2004_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,32646,Dollars,12/31/2004,POINT (-94.867647 42.039492)
19027_2005_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,32567,Dollars,12/31/2005,POINT (-94.867647 42.039492)
19027_2006_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,34648,Dollars,12/31/2006,POINT (-94.867647 42.039492)
19027_2007_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,36527,Dollars,12/31/2007,POINT (-94.867647 42.039492)
19027_2008_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,39697,Dollars,12/31/2008,POINT (-94.867647 42.039492)
19027_2009_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,38087,Dollars,12/31/2009,POINT (-94.867647 42.039492)
19027_2010_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,40650,Dollars,12/31/2010,POINT (-94.867647 42.039492)
19027_2011_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,45445,Dollars,12/31/2011,POINT (-94.867647 42.039492)
19027_2012_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,46589,Dollars,12/31/2012,POINT (-94.867647 42.039492)
19027_2013_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,48841,Dollars,12/31/2013,POINT (-94.867647 42.039492)
19027_2014_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,49617,Dollars,12/31/2014,POINT (-94.867647 42.039492)
19027_2015_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,49615,Dollars,12/31/2015,POINT (-94.867647 42.039492)
19027_2016_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,49363,Dollars,12/31/2016,POINT (-94.867647 42.039492)
19027_2017_CAINC1-3_annual,19027,"Carroll, IA",CAINC1-3,Per capita personal income,50694,Dollars,12/31/2017,POINT (-94.867647 42.039492)
19029_1997_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,22322,Dollars,12/31/1997,POINT (-94.933302 41.333824)
19029_1998_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,23668,Dollars,12/31/1998,POINT (-94.933302 41.333824)
19029_1999_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,24136,Dollars,12/31/1999,POINT (-94.933302 41.333824)
19029_2000_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,25625,Dollars,12/31/2000,POINT (-94.933302 41.333824)
19029_2001_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,25383,Dollars,12/31/2001,POINT (-94.933302 41.333824)
19029_2002_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,26312,Dollars,12/31/2002,POINT (-94.933302 41.333824)
19029_2003_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,26279,Dollars,12/31/2003,POINT (-94.933302 41.333824)
19029_2004_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,29531,Dollars,12/31/2004,POINT (-94.933302 41.333824)
19029_2005_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,29691,Dollars,12/31/2005,POINT (-94.933302 41.333824)
19029_2006_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,30610,Dollars,12/31/2006,POINT (-94.933302 41.333824)
19029_2007_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,32587,Dollars,12/31/2007,POINT (-94.933302 41.333824)
19029_2008_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,35762,Dollars,12/31/2008,POINT (-94.933302 41.333824)
19029_2009_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,34495,Dollars,12/31/2009,POINT (-94.933302 41.333824)
19029_2010_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,35085,Dollars,12/31/2010,POINT (-94.933302 41.333824)
19029_2011_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,38995,Dollars,12/31/2011,POINT (-94.933302 41.333824)
19029_2012_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,40019,Dollars,12/31/2012,POINT (-94.933302 41.333824)
19029_2013_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,42786,Dollars,12/31/2013,POINT (-94.933302 41.333824)
19029_2014_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,43539,Dollars,12/31/2014,POINT (-94.933302 41.333824)
19029_2015_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,45006,Dollars,12/31/2015,POINT (-94.933302 41.333824)
19029_2016_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,43298,Dollars,12/31/2016,POINT (-94.933302 41.333824)
19029_2017_CAINC1-3_annual,19029,"Cass, IA",CAINC1-3,Per capita personal income,44804,Dollars,12/31/2017,POINT (-94.933302 41.333824)
19031_1997_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,24960,Dollars,12/31/1997,POINT (-91.132611 41.77236)
19031_1998_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,26022,Dollars,12/31/1998,POINT (-91.132611 41.77236)
19031_1999_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,26363,Dollars,12/31/1999,POINT (-91.132611 41.77236)
19031_2000_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,28773,Dollars,12/31/2000,POINT (-91.132611 41.77236)
19031_2001_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,29230,Dollars,12/31/2001,POINT (-91.132611 41.77236)
19031_2002_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,29666,Dollars,12/31/2002,POINT (-91.132611 41.77236)
19031_2003_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,29940,Dollars,12/31/2003,POINT (-91.132611 41.77236)
19031_2004_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,31705,Dollars,12/31/2004,POINT (-91.132611 41.77236)
19031_2005_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,31765,Dollars,12/31/2005,POINT (-91.132611 41.77236)
19031_2006_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,33983,Dollars,12/31/2006,POINT (-91.132611 41.77236)
19031_2007_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,36630,Dollars,12/31/2007,POINT (-91.132611 41.77236)
19031_2008_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,39136,Dollars,12/31/2008,POINT (-91.132611 41.77236)
19031_2009_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,38629,Dollars,12/31/2009,POINT (-91.132611 41.77236)
19031_2010_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,39274,Dollars,12/31/2010,POINT (-91.132611 41.77236)
19031_2011_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,44428,Dollars,12/31/2011,POINT (-91.132611 41.77236)
19031_2012_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,46688,Dollars,12/31/2012,POINT (-91.132611 41.77236)
19031_2013_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,47926,Dollars,12/31/2013,POINT (-91.132611 41.77236)
19031_2014_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,48797,Dollars,12/31/2014,POINT (-91.132611 41.77236)
19031_2015_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,49111,Dollars,12/31/2015,POINT (-91.132611 41.77236)
19031_2016_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,49431,Dollars,12/31/2016,POINT (-91.132611 41.77236)
19031_2017_CAINC1-3_annual,19031,"Cedar, IA",CAINC1-3,Per capita personal income,50258,Dollars,12/31/2017,POINT (-91.132611 41.77236)
19033_1997_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,23509,Dollars,12/31/1997,POINT (-93.250965 43.074975)
19033_1998_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,24639,Dollars,12/31/1998,POINT (-93.250965 43.074975)
19033_1999_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,25309,Dollars,12/31/1999,POINT (-93.250965 43.074975)
19033_2000_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,26925,Dollars,12/31/2000,POINT (-93.250965 43.074975)
19033_2001_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,27775,Dollars,12/31/2001,POINT (-93.250965 43.074975)
19033_2002_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,28553,Dollars,12/31/2002,POINT (-93.250965 43.074975)
19033_2003_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,30687,Dollars,12/31/2003,POINT (-93.250965 43.074975)
19033_2004_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,33781,Dollars,12/31/2004,POINT (-93.250965 43.074975)
19033_2006_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,36029,Dollars,12/31/2006,POINT (-93.250965 43.074975)
19033_2007_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,38113,Dollars,12/31/2007,POINT (-93.250965 43.074975)
19033_2008_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,39813,Dollars,12/31/2008,POINT (-93.250965 43.074975)
19033_2009_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,38011,Dollars,12/31/2009,POINT (-93.250965 43.074975)
19033_2010_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,38881,Dollars,12/31/2010,POINT (-93.250965 43.074975)
19033_2011_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,41779,Dollars,12/31/2011,POINT (-93.250965 43.074975)
19033_2012_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,44413,Dollars,12/31/2012,POINT (-93.250965 43.074975)
19033_2013_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,45173,Dollars,12/31/2013,POINT (-93.250965 43.074975)
19033_2014_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,50254,Dollars,12/31/2014,POINT (-93.250965 43.074975)
19033_2015_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,52669,Dollars,12/31/2015,POINT (-93.250965 43.074975)
19033_2016_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,51227,Dollars,12/31/2016,POINT (-93.250965 43.074975)
19033_2017_CAINC1-3_annual,19033,"Cerro Gordo, IA",CAINC1-3,Per capita personal income,49935,Dollars,12/31/2017,POINT (-93.250965 43.074975)
19035_1997_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,23194,Dollars,12/31/1997,POINT (-95.633262 42.742737)
19035_1998_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,23878,Dollars,12/31/1998,POINT (-95.633262 42.742737)
19035_1999_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,24528,Dollars,12/31/1999,POINT (-95.633262 42.742737)
19035_2000_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,25527,Dollars,12/31/2000,POINT (-95.633262 42.742737)
19035_2001_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,27610,Dollars,12/31/2001,POINT (-95.633262 42.742737)
19035_2002_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,28484,Dollars,12/31/2002,POINT (-95.633262 42.742737)
19035_2003_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,29243,Dollars,12/31/2003,POINT (-95.633262 42.742737)
19035_2004_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,32360,Dollars,12/31/2004,POINT (-95.633262 42.742737)
19035_2005_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,34822,Dollars,12/31/2005,POINT (-95.633262 42.742737)
19035_2006_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,46094,Dollars,12/31/2006,POINT (-95.633262 42.742737)
19035_2007_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,52598,Dollars,12/31/2007,POINT (-95.633262 42.742737)
19035_2008_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,48207,Dollars,12/31/2008,POINT (-95.633262 42.742737)
19035_2009_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,38921,Dollars,12/31/2009,POINT (-95.633262 42.742737)
19035_2010_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,38440,Dollars,12/31/2010,POINT (-95.633262 42.742737)
19035_2011_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,44331,Dollars,12/31/2011,POINT (-95.633262 42.742737)
19035_2012_CAINC1-3_annual,19035,"Cherokee, IA",CAINC1-3,Per capita personal income,48043,Dollars,12/31/2012,POINT (-95.633262 42.742737)
